Mat.Grp.Description	MPN	Material Description	rec_type	Size	Model / Brand	Ply Rating	Tire Type	Tread Pattern/Type	Other	load index and speed rating	Alternate	Industrial	All Terrain	European Standards	Loose Tube Packaging	Tube Extra	DOT	Domestic	Defense
Tractor Front Tubes	101283	TUBE 6.00-16 BR PACKED	Tube	6.00-16												BR PACKED			
Tractor Front Tubes	101324	TUBE 5.00-15 BR LOOSE	Tube	5.00-15											1	BR			
Tractor Front Tubes	102090	TUBE 10.00-16 BR LOOSE	Tube	10.00-16											1	BR			
Tractor Front Tubes	102091	TUBE 11.00-16 BR LOOSE	Tube	11.00-16											1	BR			
Tractor Front Tubes	104546	TUBE 6.00-12 BR LOOSE	Tube	6.00-12											1	BR			
Tractor Front Tubes	105488	TUBE 6.00-16 BR PACKED TF	Tube	6.00-16												BR PACKED TF			
Tractor Front Tubes	105867	TUBE 6.00-16 BR LOOSE PRE GST	Tube	6.00-16											1	BR PRE GST			
Tractor Front Tubes	114026	TUBE 6.00-16 BR LOOSE SPL OE	Tube	6.00-16											1	BR SPL OE			
Tractor Rear Tubes	100407	TUBE 12.4-28 LOOSE	Tube	12.4-28											1	LOOSE			
Tractor Rear Tubes	100413	TUBE 13.6-28 LOOSE	Tube	13.6-28											1	LOOSE			
Tractor Rear Tubes	100414	TUBE 13.6-28 BR LOOSE SPL	Tube	13.6-28											1	BR SPL			
Tractor Rear Tubes	100534	TUBE 11.2-28 BR LOOSE	Tube	11.2-28											1	BR			
Tractor Rear Tubes	100535	TUBE 12.4-28 BR LOOSE SPL	Tube	12.4-28											1	BR SPL			
Tractor Rear Tubes	100536	TUBE 13.6-38 BR LOOSE	Tube	13.6-38											1	BR			
Tractor Rear Tubes	100547	TUBE 8.3-32 BR LOOSE	Tube	8.3-32											1	BR			
Tractor Rear Tubes	101026	TUBE 14.9-28 LOOSE	Tube	14.9-28											1	LOOSE			
Tractor Rear Tubes	101280	TUBE 12.40-28 BR PACKED V1	Tube	12.40-28												BR PACKED V1			
Tractor Rear Tubes	101563	TUBE 12.4-28 CB LOOSE	Tube	12.4-28											1	CB			
Tractor Rear Tubes	101617	TUBE 13.6-28 BR PACKED	Tube	13.6-28												BR PACKED			
Tractor Rear Tubes	101650	TUBE 12.40-28 BR PACKED V2	Tube	12.40-28												BR PACKED V2			
Tractor Rear Tubes	101651	BR 13.6-28 PKD Tube_WO	Tube	13.6-28												PKD Tube_WO			
Tractor Rear Tubes	101652	TUBE 14.9-28 BR PACKED	Tube	14.9-28												BR PACKED			
Tractor Rear Tubes	101653	TUBE 16.9-28 BR PACKED V1	Tube	16.9-28												BR PACKED V1			
Tractor Rear Tubes	101833	TUBE 8.00-18 BR LOOSE	Tube	8.00-18											1	BR			
Tractor Rear Tubes	102087	TUBE 14.9-24,16.9-24 BR LOOSE	Tube	14.9-24, 16.9-24											1	BR			
Tractor Rear Tubes	102088	TUBE 18.4-26 BR LOOSE	Tube	18.4-26											1	BR			
Tractor Rear Tubes	102089	TUBE 15.5,16.9,18.4-38 BR LOOSE	Tube	15.5, 16.9, 18.4-38											1	BR			
Tractor Rear Tubes	102171	TUBE 16.9-34/18.4-34 BR LOOSE	Tube	16.9-34/18.4-34											1	BR			
Tractor Rear Tubes	102241	TUBE 13.6-38 BR LOOSE_V1	Tube	13.6-38											1	BR_V1			
Tractor Rear Tubes	102261	TUBE 13.6-36 BR LOOSE	Tube	13.6-36											1	BR			
Tractor Rear Tubes	104447	TUBE 9.5-20 BR LOOSE	Tube	9.5-20											1	BR			
Tractor Rear Tubes	105489	TUBE 13.6-28 BR PACKED	Tube	13.6-28												BR PACKED			
Tractor Rear Tubes	105490	TUBE 12.4-28 BR PACKED -A	Tube	12.4-28												BR PACKED -A			
Tractor Rear Tubes	105601	TUBE 14.9-28 BR PACKED	Tube	14.9-28												BR PACKED			
Tractor Rear Tubes	105602	TUBE 16.9-28 BR PACKED	Tube	16.9-28												BR PACKED			
Tractor Rear Tubes	105871	TUBE 13.6-28 BR LOOSE PRE GST	Tube	13.6-28											1	BR PRE GST			
Tractor Rear Tubes	105872	TUBE 12.4-28 BR LOOSE PRE GST	Tube	12.4-28											1	BR PRE GST			
Tractor Rear Tubes	105873	TUBE 14.9-28 BR LOOSE PRE GST	Tube	14.9-28											1	BR PRE GST			
Tractor Rear Tubes	105874	TUBE 16.9-28 BR LOOSE PRE GST	Tube	16.9-28											1	BR PRE GST			
Tractor Rear Tubes	114705	TUBE 13.6-28 BR LOOSE SPL OE 2	Tube	13.6-28											1	BR SPL OE 2			
Tractor Trailer Tube	100484	TUBE 9.00-16 BR LOOSE	Tube	9.00-16											1	BR			
Tractor Trailer Tube	101688	TUBE 9.00-16 BR LOOSE CATERPILLAR	Tube	9.00-16											1	BR CATERPILLAR			
Tractor Trailer Tube	102256	TUBE 9.00-16 CB LOOSE JCB TR77	Tube	9.00-16											1	CB JCB TR77			
Tractor Trailer Tube	106135	TUBE 9.00-16 BR PACKED	Tube	9.00-16												BR PACKED			
Truck Bias Tubes	100400	TUBE 10.00-20 LOOSE BR	Tube	10.00-20											1	BR			
Truck Bias Tubes	100401	TUBE 10.00-20 LOOSE BR MAXI	Tube	10.00-20											1	BR MAXI			
Truck Bias Tubes	100402	TUBE 10.00-20 LOOSE BR SPL	Tube	10.00-20											1	BR SPL			
Truck Bias Tubes	100404	TUBE 11.00-20 LOOSE BR	Tube	11.00-20											1	BR			
Truck Bias Tubes	100405	TUBE 11.00-20 LOOSE BR SPL	Tube	11.00-20											1	BR SPL			
Truck Bias Tubes	100409	TUBE 12.00-20 LOOSE BR	Tube	12.00-20											1	BR			
Truck Bias Tubes	100410	TUBE 12.00-20 LOOSE BR SPL	Tube	12.00-20											1	BR SPL			
Truck Bias Tubes	100411	TUBE 12.00-24 LOOSE BR	Tube	12.00-24											1	BR			
Truck Bias Tubes	100412	TUBE 12.00-24 LOOSE BR L	Tube	12.00-24											1	BR L			
Truck Bias Tubes	100475	TUBE 7.50-20 LOOSE BR	Tube	7.50-20											1	BR			
Truck Bias Tubes	100481	TUBE 8.25-20 LOOSE BR	Tube	8.25-20											1	BR			
Truck Bias Tubes	100482	TUBE 8.25-20 LOOSE BR SPL	Tube	8.25-20											1	BR SPL			
Truck Bias Tubes	100485	TUBE 9.00-20 LOOSE BR	Tube	9.00-20											1	BR			
Truck Bias Tubes	100486	TUBE 9.00-20 LOOSE BR SPL	Tube	9.00-20											1	BR SPL			
Truck Bias Tubes	100727	TUBE 10.00-20 LOOSE CB CBT MAXI	Tube	10.00-20											1	CB CBT MAXI			
Truck Bias Tubes	101179	TUBE 10.00-20 LOOSE CB	Tube	10.00-20											1	CB			
Truck Bias Tubes	101254	TUBE 12.00-20 LOOSE BR ALT SPL	Tube	12.00-20							1				1	BR SPL			
Truck Bias Tubes	101290	TUBE 10.00-20 LOOSE BR CB	Tube	10.00-20											1	BR CB			
Truck Bias Tubes	101291	TUBE 10.00-20 LOOSE CB ALT CBT MAXI	Tube	10.00-20							1				1	CB CBT MAXI			
Truck Bias Tubes	101292	TUBE 9.00-20 LOOSE BR CB	Tube	9.00-20											1	BR CB			
Truck Bias Tubes	101293	TUBE 10.00-20 LOOSE CB ALT	Tube	10.00-20							1				1	CB			
Truck Bias Tubes	101365	TUBE 8.25-20 LOOSE BR ALT	Tube	8.25-20							1				1	BR			
Truck Bias Tubes	101366	TUBE 9.00-20 LOOSE BR ALT	Tube	9.00-20							1				1	BR			
Truck Bias Tubes	101368	TUBE 10.00-20 LOOSE BR ALT	Tube	10.00-20							1				1	BR			
Truck Bias Tubes	101369	TUBE 10.00-20 LOOSE BR ALT MAXI	Tube	10.00-20							1				1	BR MAXI			
Truck Bias Tubes	101373	TUBE 12.00-20 LOOSE BR ALT	Tube	12.00-20							1				1	BR			
Truck Bias Tubes	101374	TUBE 12.00-24 LOOSE BR ALT	Tube	12.00-24							1				1	BR			
Truck Bias Tubes	101498	TUBE 8.25-20 LOOSE CB	Tube	8.25-20											1	CB			
Truck Bias Tubes	101693	TUBE 12.00-20 LOOSE BR KAMAS V	Tube	12.00-20											1	BR KAMAS V			
Truck Bias Tubes	102002	TUBE 10.00-20 PACKED BR	Tube	10.00-20												PACKED BR			
Truck Bias Tubes	102003	TUBE 9.00-20 PACKED BR	Tube	9.00-20												PACKED BR			
Truck Bias Tubes	102031	TUBE 10.00-20 LOOSE BR SNI	Tube	10.00-20											1	BR SNI			
Truck Bias Tubes	102032	TUBE 9.00-20 LOOSE BR SNI	Tube	9.00-20											1	BR SNI			
Truck Bias Tubes	102033	TUBE 11.00-20 LOOSE BR SNI	Tube	11.00-20											1	BR SNI			
Truck Bias Tubes	103234	TUBE 9.00-20 LOOSE BR PVT	Tube	9.00-20											1	BR PVT			
Truck Bias Tubes	103235	TUBE 10.00-20 LOOSE BR PVT	Tube	10.00-20											1	BR PVT			
Truck Bias Tubes	103236	TUBE 11.00-20 LOOSE BR PVT	Tube	11.00-20											1	BR PVT			
Truck Bias Tubes	103237	TUBE 12.00-20 LOOSE BR PVT	Tube	12.00-20											1	BR PVT			
Truck Bias Tubes	103492	TUBE 7.50-20 LOOSE BR PVT	Tube	7.50-20											1	BR PVT			
Truck Bias Tubes	103493	TUBE 8.25-20 LOOSE BR PVT	Tube	8.25-20											1	BR PVT			
Truck Bias Tubes	103632	TUBE 9.00-20 LOOSE BR V1	Tube	9.00-20											1	BR V1			
Truck Bias Tubes	104762	TUBE 10.00-20 LOOSE BR SPL TRIPLE BEND	Tube	10.00-20											1	BR SPL TRIPLE BEND			
Truck Bias Tubes	105447	TUBE 8.25-20 LOOSE BR TML	Tube	8.25-20											1	BR TML			
Truck Bias Tubes	105825	TUBE 355/90-20 LOOSE BR	Tube	355/90-20											1	BR			
Truck Bias Tubes	105972	TUBE 10.00-20,295/95-20 LOOSE BR	Tube	10.00-20, 295/95-20											1	BR			
Truck Bias Tubes	113917	TUBE 12.00-20 LOOSE BR SPECIALTY	Tube	12.00-20											1	BR SPECIALTY			
Truck Rad Tubes	100403	TUBE 10.00R20 LOOSE BR RAD	Tube	10.00R20											1	BR RAD			
Truck Rad Tubes	100406	TUBE 11.00R20 LOOSE BR RAD	Tube	11.00R20											1	BR RAD			
Truck Rad Tubes	101030	TUBE 9.00R20 LOOSE BR	Tube	9.00R20											1	BR			
Truck Rad Tubes	101281	TUBE 10.00R20 LOOSE CB ALT	Tube	10.00R20							1				1	CB			
Truck Rad Tubes	101367	TUBE 9.00R20 LOOSE BR ALT	Tube	9.00R20							1				1	BR			
Truck Rad Tubes	101370	TUBE 10.00R20 LOOSE BR ALT	Tube	10.00R20							1				1	BR			
Truck Rad Tubes	101495	TUBE 9.00R20 LOOSE CB PRO	Tube	9.00R20											1	CB PRO			
Truck Rad Tubes	101496	TUBE 11.00R20 LOOSE CB PRO	Tube	11.00R20											1	CB PRO			
Truck Rad Tubes	101497	TUBE 12.00R24 LOOSE CB PRO	Tube	12.00R24											1	CB PRO			
Truck Rad Tubes	101510	TUBE 10.00R20,295/90R20 LOOSE CB PRO	Tube	10.00R20, 295/90R20											1	CB PRO			
Truck Rad Tubes	103801	TUBE 10.00R20 LOOSE CB ALT PRO	Tube	10.00R20							1				1	CB PRO			
