Mat.Grp.Description	MPN	Material Description	rec_type	Size	Model / Brand	Ply Rating	Tire Type	Tread Pattern/Type	Other	load index and speed rating	Alternate	Industrial	All Terrain	European Standards	Loose Tube Packaging	Tube Extra	DOT	Domestic	Defense
LCV Bias Tyres	101276	7.50-16 16PR ALTURA ROADTUF	Bias-Ply	7.50-16	ROADTUF	16PR	TubeType		ALTURA										
LCV Bias Tyres	101327	7.50-16 UT777 TT 16PR	Bias-Ply	7.50-16	UT777	16PR	TubeType												
LCV Bias Tyres	101339	7.50-16 LUG XL BULAND TT 16PR	Bias-Ply	7.50-16	LUG XL BULAND	16PR	TubeType												
LCV Bias Tyres	101340	7.50-16 FM SUPER TT 12PR E4	Bias-Ply	7.50-16	FM SUPER	12PR	TubeType	E4											
LCV Bias Tyres	101359	7.00-15 UT777 TT 10PR E4	Bias-Ply	7.00-15	UT777	10PR	TubeType	E4											
LCV Bias Tyres	101396	6.50-14 UT777 TT 8PR E4	Bias-Ply	6.50-14	UT777	8PR	TubeType	E4											
LCV Bias Tyres	101408	7.00-15 MILE XL ALT TT 12PR	Bias-Ply	7.00-15	MILE XL ALT	12PR	TubeType												
LCV Bias Tyres	101410	7.50-16 MILE XL ALT TT 16PR	Bias-Ply	7.50-16	MILE XL ALT	16PR	TubeType												
LCV Bias Tyres	101411	8.25-16 MILE XL ALT TT 16PR	Bias-Ply	8.25-16	MILE XL ALT	16PR	TubeType												
LCV Bias Tyres	101421	7.50-16 ROAD TUFF SUP ALT TT 12PR E4	Bias-Ply	7.50-16	ROAD TUFF SUP ALT	12PR	TubeType	E4											
LCV Bias Tyres	101435	7.50-16 MILE XL TT 14PR	Bias-Ply	7.50-16	MILE XL	14PR	TubeType												
LCV Bias Tyres	101443	7.50-16 BULAND MILE XL TT 16PR	Bias-Ply	7.50-16	BULAND MILE XL	16PR	TubeType												
LCV Bias Tyres	101444	8.25-16 BULAND MILE XL TT 16PR	Bias-Ply	8.25-16	BULAND MILE XL	16PR	TubeType												
LCV Bias Tyres	101445	7.00-15 BULAND MILE XL 114/109J TT 12PR	Bias-Ply	7.00-15	BULAND MILE XL	12PR	TubeType			114/109J									
LCV Bias Tyres	101446	7.00-16 BULAND MILE L LV 118/113J TT14PR	Bias-Ply	7.00-16	BULAND MILE L LV	14PR	TubeType			118/113J									
LCV Bias Tyres	101484	7.50-16 RIB XL TT 16PR E4	Bias-Ply	7.50-16	RIB XL	16PR	TubeType	E4											
LCV Bias Tyres	101485	7.00-16 FM SUPER TT 14PR E4	Bias-Ply	7.00-16	FM SUPER	14PR	TubeType	E4											
LCV Bias Tyres	101487	7.50-16 FMSUPER E4 124/120K TT 16PR	Bias-Ply	7.50-16	FMSUPER E4	16PR	TubeType			124/120K									
LCV Bias Tyres	101488	7.00-16 ROAD TUFF ALT TT 14PR E4	Bias-Ply	7.00-16	ROAD TUFF ALT	14PR	TubeType	E4											
LCV Bias Tyres	101489	8.25-16 FLEET MASTER TT 16PR E4	Bias-Ply	8.25-16	FLEET MASTER	16PR	TubeType	E4											
LCV Bias Tyres	101490	7.50-16 ROAD TUFF SUP ALT TT 16PR E4	Bias-Ply	7.50-16	ROAD TUFF SUP ALT	16PR	TubeType	E4											
LCV Bias Tyres	101492	8.25-16 STAMINA TT 16PR E4	Bias-Ply	8.25-16	STAMINA	16PR	TubeType	E4											
LCV Bias Tyres	101507	7.00-15 MILE XL TT 10PR	Bias-Ply	7.00-15	MILE XL	10PR	TubeType												
LCV Bias Tyres	101509	8.25-16 STAMINA ALT TT 16PR E4	Bias-Ply	8.25-16	STAMINA ALT	16PR	TubeType	E4											
LCV Bias Tyres	101546	7.00-16 FM SLEEK TT 14PR E4	Bias-Ply	7.00-16	FM SLEEK	14PR	TubeType	E4											
LCV Bias Tyres	101550	7.50-16 MILE XL ALT TT 16PR E4	Bias-Ply	7.50-16	MILE XL ALT	16PR	TubeType	E4											
LCV Bias Tyres	101552	8.25-16 FM ALT TT 16PR E4	Bias-Ply	8.25-16	FM ALT	16PR	TubeType	E4											
LCV Bias Tyres	101564	6.50-14 RIB XL ALT TT 10PR E4	Bias-Ply	6.50-14	RIB XL ALT	10PR	TubeType	E4											
LCV Bias Tyres	101567	7.50-16 RIB XL ALT TT 16PR E4	Bias-Ply	7.50-16	RIB XL ALT	16PR	TubeType	E4											
LCV Bias Tyres	101568	7.50-16 UT969 TT 16PR E4	Bias-Ply	7.50-16	UT969	16PR	TubeType	E4											
LCV Bias Tyres	101571	7.00-16 UT777 TT 14PR E4	Bias-Ply	7.00-16	UT777	14PR	TubeType	E4											
LCV Bias Tyres	101572	8.25-16 UT777 TT 16PR E4	Bias-Ply	8.25-16	UT777	16PR	TubeType	E4											
LCV Bias Tyres	101577	7.50-16 UT777 TT 16PR E4	Bias-Ply	7.50-16	UT777	16PR	TubeType	E4											
LCV Bias Tyres	101578	8.25-16 UT969 TT 16PR E4	Bias-Ply	8.25-16	UT969	16PR	TubeType	E4											
LCV Bias Tyres	101602	8.25-16 BULAND MILE XL RIB TT 16PR	Bias-Ply	8.25-16	BULAND MILE XL RIB	16PR	TubeType												
LCV Bias Tyres	101668	7.00-16 BULAND MILE XL RIB LV TT 14PR	Bias-Ply	7.00-16	BULAND MILE XL RIB LV	14PR	TubeType												
LCV Bias Tyres	101669	7.00-15 BULAND MILE XL RIB TT 10PR	Bias-Ply	7.00-15	BULAND MILE XL RIB	10PR	TubeType												
LCV Bias Tyres	101698	7.00-16 BULAND MILE XL ALT TT 14PR	Bias-Ply	7.00-16	BULAND MILE XL ALT	14PR	TubeType												
LCV Bias Tyres	101798	7.50-16 FM SUPER DF TT 12PR	Bias-Ply	7.50-16	FM SUPER DF	12PR	TubeType												
LCV Bias Tyres	101984	7.50-16 BULAND LUG XL+HD TT 14PR	Bias-Ply	7.50-16	BULAND LUG XL+HD	14PR	TubeType												
LCV Bias Tyres	101985	7.50-16 MILE XL SL+HD TT 14PR	Bias-Ply	7.50-16	MILE XL SL+HD	14PR	TubeType												
LCV Bias Tyres	101989	7.50-16 BULAND MILE XL SL TT 16PR	Bias-Ply	7.50-16	BULAND MILE XL SL	16PR	TubeType												
LCV Bias Tyres	101990	7.00-16 FM SUPER TT 14PR V1	Bias-Ply	7.00-16	FM SUPER	14PR	TubeType		Varient 1										
LCV Bias Tyres	101991	7.00-16 BULAND MILE XL TT 14PR V1	Bias-Ply	7.00-16	BULAND MILE XL	14PR	TubeType		Varient 1										
LCV Bias Tyres	101992	7.00-16 BULAND MILE XL RIB TT 14PR V1	Bias-Ply	7.00-16	BULAND MILE XL RIB	14PR	TubeType		Varient 1										
LCV Bias Tyres	102281	7.50-15 MILE XL RIB TT 14PR	Bias-Ply	7.50-15	MILE XL RIB	14PR	TubeType												
LCV Bias Tyres	102314	7.50-15 MILE XL RIB ALT TT 14PR	Bias-Ply	7.50-15	MILE XL RIB ALT	14PR	TubeType												
LCV Bias Tyres	102444	7.50-16 MILE XL SL TT 16PR	Bias-Ply	7.50-16	MILE XL SL	16PR	TubeType												
LCV Bias Tyres	102855	8.25-16 XR511 TEXXAN TT 16PR	Bias-Ply	8.25-16	XR511 TEXXAN	16PR	TubeType												
LCV Bias Tyres	102983	7.50-16 BULAND LUG XL+HD TT 16PR	Bias-Ply	7.50-16	BULAND LUG XL+HD	16PR	TubeType												
LCV Bias Tyres	103003	8.25-16 HCL SUPER HL TT 18PR	Bias-Ply	8.25-16	HCL SUPER HL	18PR	TubeType												
LCV Bias Tyres	103096	7.50-16 K-300+HD KOMBAT TT 14PR	Bias-Ply	7.50-16	K-300+HD KOMBAT	14PR	TubeType												
LCV Bias Tyres	103108	7.00-15 BULAND MILE XL RIB PRO TT 12PR	Bias-Ply	7.00-15	BULAND MILE XL RIB PRO	12PR	TubeType												
LCV Bias Tyres	103173	8.25-16 BULAND MILE XL PRO TT 16PR	Bias-Ply	8.25-16	BULAND MILE XL PRO	16PR	TubeType												
LCV Bias Tyres	103174	7.50-16 BULAND MILE XL PRO TT 16PR	Bias-Ply	7.50-16	BULAND MILE XL PRO	16PR	TubeType												
LCV Bias Tyres	103193	7.00-15 BULAND MILE XL PRO TT 12PR	Bias-Ply	7.00-15	BULAND MILE XL PRO	12PR	TubeType												
LCV Bias Tyres	103203	7.50-16 BULAND MILE XL RIB PRO TT 16PR	Bias-Ply	7.50-16	BULAND MILE XL RIB PRO	16PR	TubeType												
LCV Bias Tyres	103204	8.25-16 BULAND MILE XL RIB PRO TT 16PR	Bias-Ply	8.25-16	BULAND MILE XL RIB PRO	16PR	TubeType												
LCV Bias Tyres	103221	7.50-16 FM SUPER+HD TT 14PR	Bias-Ply	7.50-16	FM SUPER+HD	14PR	TubeType												
LCV Bias Tyres	103554	7.00-16 BULAND MILE XL RIB-SV TT 14PR	Bias-Ply	7.00-16	BULAND MILE XL RIB-SV	14PR	TubeType												
LCV Bias Tyres	103555	7.00-16 BULAND MILE XL SV TT 14PR	Bias-Ply	7.00-16	BULAND MILE XL SV	14PR	TubeType												
LCV Bias Tyres	103641	7.00-15 BULAND MILE XL TL 14PR	Bias-Ply	7.00-15	BULAND MILE XL	14PR	Tubeless												
LCV Bias Tyres	103736	8.25-16 BULAND LUG XL PRO TT 18PR	Bias-Ply	8.25-16	BULAND LUG XL PRO	18PR	TubeType												
LCV Bias Tyres	103784	7.50-16 RIB XL PRO TT 16PR E4	Bias-Ply	7.50-16	RIB XL PRO	16PR	TubeType	E4											
LCV Bias Tyres	104563	7.50-16 BULAND MILE XL RIB+HD TT 14PR	Bias-Ply	7.50-16	BULAND MILE XL RIB+HD	14PR	TubeType												
LCV Bias Tyres	104672	7.50-16 LYFMAX X3-R TT 16PR	Bias-Ply	7.50-16	LYFMAX X3-R	16PR	TubeType												
LCV Bias Tyres	104968	7.50-16 K-300+HD LT KOMBAT TT 14PR	Bias-Ply	7.50-16	K-300+HD LT KOMBAT	14PR	TubeType												
LCV Bias Tyres	104972	7.50-16 MILE XL SL TT 14PR	Bias-Ply	7.50-16	MILE XL SL	14PR	TubeType												
LCV Bias Tyres	106087	7.00-15 BULAND MILE XL PRO LV TT 12PR	Bias-Ply	7.00-15	BULAND MILE XL PRO LV	12PR	TubeType												
Mining	100057	1100-20 GM-M TT 18PR	Bias-Ply	1100-20	GM-M	18PR	TubeType												
Mining	100102	12.00-24 ROCK XL ALT TT 20PR	Bias-Ply	12.00-24	ROCK XL ALT	20PR	TubeType												
Mining	100104	12.00-24 ROCK XL TT 20PR	Bias-Ply	12.00-24	ROCK XL	20PR	TubeType												
Mining	100107	12.00-24 SLICK 404 TT 24PR	Bias-Ply	12.00-24	SLICK 404	24PR	TubeType												
Mining	100117	14.00-20 TRAC XL TT 22PR E3	Bias-Ply	14.00-20	TRAC XL	22PR	TubeType	E3											
Mining	100167	17.5-25 SLICK 404 CUT RES TL 20PR AT	Bias-Ply	17.5-25	SLICK 404 CUT RES	20PR	Tubeless						1						
Mining	100168	17.5-25 SLICK 404 CUT RES TL 20PR	Bias-Ply	17.5-25	SLICK 404 CUT RES	20PR	Tubeless												
Mining	100177	18.00-25 TRAC XL ALT TL 32PR E3	Bias-Ply	18.00-25	TRAC XL ALT	32PR	Tubeless	E3											
Mining	100179	18.00-25 GMND DT TL 32PR	Bias-Ply	18.00-25	GMND DT	32PR	Tubeless												
Mining	100182	18.00-25 GMND DT ALT TL 40PR E4	Bias-Ply	18.00-25	GMND DT ALT	40PR	Tubeless	E4											
Mining	100187	18.00-25 GMND XL TL 40PR E4	Bias-Ply	18.00-25	GMND XL	40PR	Tubeless	E4											
Mining	100189	18.00-25 GMND XL TL 40PR EU	Bias-Ply	18.00-25	GMND XL	40PR	Tubeless							1					
Mining	100191	1800-25 ROCK XL TL 40PR	Bias-Ply	1800-25	ROCK XL	40PR	Tubeless												
Mining	100193	18.00-25 ROCK XL ALT TL 40PR EU	Bias-Ply	18.00-25	ROCK XL ALT	40PR	Tubeless							1					
Mining	100194	18.00-25 SLICK 404 CUT RES TL 40PR L5	Bias-Ply	18.00-25	SLICK 404 CUT RES	40PR	Tubeless	L5											
Mining	100198	1800-33 ROCK XL TL 40PR E4	Bias-Ply	1800-33	ROCK XL	40PR	Tubeless	E4											
Mining	100200	18.00-33 ROCK XL ALT TL 40PR E4	Bias-Ply	18.00-33	ROCK XL ALT	40PR	Tubeless	E4											
Mining	100394	9.00-20 SLICK 413 CUT RES TT 16PR	Bias-Ply	9.00-20	SLICK 413 CUT RES	16PR	TubeType												
Mining	100579	12.00-20 GM TT 18PR	Bias-Ply	12.00-20	GM	18PR	TubeType												
Mining	100586	12.00-24 ROCK XL TT 18PR	Bias-Ply	12.00-24	ROCK XL	18PR	TubeType												
Mining	100589	12.00-24 SLICK 404 TT 20PR	Bias-Ply	12.00-24	SLICK 404	20PR	TubeType												
Mining	100592	12.00-24 SLICK 404 CUT RES TT 20PR	Bias-Ply	12.00-24	SLICK 404 CUT RES	20PR	TubeType												
Mining	100593	12.00-24 SLICK 404 CUT RES TT 24PR	Bias-Ply	12.00-24	SLICK 404 CUT RES	24PR	TubeType												
Mining	100597	14.00-20 TRAC XL TT 24PR E3	Bias-Ply	14.00-20	TRAC XL	24PR	TubeType	E3											
Mining	100642	18.00-25 CUT RES TL 40PR E4	Bias-Ply	18.00-25	CUT RES	40PR	Tubeless	E4											
Mining	100643	18.00-25 SLICK 404 TL 40PR L5	Bias-Ply	18.00-25	SLICK 404	40PR	Tubeless	L5											
Mining	100644	18.00-25 SLICK 404 CUT RES TL 40PR	Bias-Ply	18.00-25	SLICK 404 CUT RES	40PR	Tubeless												
Mining	100645	18.00-25 SLICK 404 TL 40PR	Bias-Ply	18.00-25	SLICK 404	40PR	Tubeless												
Mining	100721	9.00-20 CT SUPER CUT RES TT 16PR	Bias-Ply	9.00-20	CT SUPER CUT RES	16PR	TubeType												
Mining	100849	21.00-35 ROCK XL ALT TL 40PR EU	Bias-Ply	21.00-35	ROCK XL ALT	40PR	Tubeless							1					
Mining	100856	21.00-35 ROCK XL TL 40PR	Bias-Ply	21.00-35	ROCK XL	40PR	Tubeless												
Mining	100933	12.00-20 SLICK 404 CUT RES ALT TT 20PR	Bias-Ply	12.00-20	SLICK 404 CUT RES ALT	20PR	TubeType												
Mining	101156	18.00-25 E4 TL 40PR	Bias-Ply	18.00-25		40PR	Tubeless	E4											
Mining	101157	16.00-25 TL 32PR E3	Bias-Ply	16.00-25		32PR	Tubeless	E3											
Mining	101158	18.00-25 E4 TL 32PR	Bias-Ply	18.00-25		32PR	Tubeless	E4											
Mining	101199	9.00-20 SLICK413 CUT RES ALT TT 16PR L5S	Bias-Ply	9.00-20	SLICK413 CUT RES ALT	16PR	TubeType	L5S											
Mining	101200	33.00-51 E4 TL 58PR	Bias-Ply	33.00-51		58PR	Tubeless	E4											
Mining	101212	14.00-20 TT 20PR	Bias-Ply	14.00-20		20PR	TubeType												
Mining	101263	18.00-25 GM XL TL 32PR E4	Bias-Ply	18.00-25	GM XL	32PR	Tubeless	E4											
Mining	101274	12.00-20 SLICK 404 CUT RES TT 20PR L5S	Bias-Ply	12.00-20	SLICK 404 CUT RES	20PR	TubeType	L5S											
Mining	101346	16.00-25 ROCK XL TT 20PR	Bias-Ply	16.00-25	ROCK XL	20PR	TubeType												
Mining	101403	21.00-35 ROCK XL TL 36PR E4	Bias-Ply	21.00-35	ROCK XL	36PR	Tubeless	E4											
Mining	101439	24.00-35 ROCK XL TL 48PR E4	Bias-Ply	24.00-35	ROCK XL	48PR	Tubeless	E4											
Mining	101455	11.00-20 ROCK XL TT 18PR	Bias-Ply	11.00-20	ROCK XL	18PR	TubeType												
Mining	101551	12.00-24 TRAC XL TT 20PR	Bias-Ply	12.00-24	TRAC XL	20PR	TubeType												
Mining	101580	14.00-24 SLICK404 CUTRES ALT TT 28PR L5S	Bias-Ply	14.00-24	SLICK404 CUTRES ALT	28PR	TubeType	L5S											
Mining	101640	14.00-24 SLICK 404 CUT RES TT 28PR L5S	Bias-Ply	14.00-24	SLICK 404 CUT RES	28PR	TubeType	L5S											
Mining	101658	18.00-25 SLICK404 CUT RES ALT TL 28PR L5	Bias-Ply	18.00-25	SLICK404 CUT RES ALT	28PR	Tubeless	L5											
Mining	101671	24.00-35 ROCK XL ALT TL 48PR	Bias-Ply	24.00-35	ROCK XL ALT	48PR	Tubeless												
Mining	101702	18.00-25 SLICK 404 TL 32PR CR L5S	Bias-Ply	18.00-25	SLICK 404 CR	32PR	Tubeless	L5S											
Mining	101964	17.5-25 SLICK 404 CUT RES TL 24PR L5S	Bias-Ply	17.5-25	SLICK 404 CUT RES	24PR	Tubeless	L5S											
Mining	103179	11.00-20 TRAC XL TT 18PR	Bias-Ply	11.00-20	TRAC XL	18PR	TubeType												
Mining	103706	10.00-20 TRAC XL TT 18PR N	Bias-Ply	10.00-20	TRAC XL	18PR	TubeType	N											
Mining	104781	14.00-20 TRAC XL TL 22PR E3	Bias-Ply	14.00-20	TRAC XL	22PR	Tubeless	E3											
Mining	104839	12.00-20 TRAC XL PLUS TT 20PR	Bias-Ply	12.00-20	TRAC XL PLUS	20PR	TubeType												
Mining	105167	12.00-20 MINEMAX TT 20PR	Bias-Ply	12.00-20	MINEMAX	20PR	TubeType												
Mining	105168	12.00-20 RDSP001 TT 20PR	Bias-Ply	12.00-20	RDSP001	20PR	TubeType												
Mining	105206	12.00-24 MINEMAX TT 20PR	Bias-Ply	12.00-24	MINEMAX	20PR	TubeType												
Mining	105207	12.00-24 RDSP002 TT 20PR	Bias-Ply	12.00-24	RDSP002	20PR	TubeType												
Mining	105231	11.00-20 MINEMAX TT 18PR	Bias-Ply	11.00-20	MINEMAX	18PR	TubeType												
Mining	105232	11.00-20 RDSP003 TT 18PR	Bias-Ply	11.00-20	RDSP003	18PR	TubeType												
Mining	105374	12.00-20 RDSP004 TT 20PR	Bias-Ply	12.00-20	RDSP004	20PR	TubeType												
Mining	105375	12.00-20 RDSP005 TT 20PR	Bias-Ply	12.00-20	RDSP005	20PR	TubeType												
Mining	105441	12.00-24 RDSP006 TT 20PR	Bias-Ply	12.00-24	RDSP006	20PR	TubeType												
Mining	106174	10.00-20 RDSP007 TT 18PR	Bias-Ply	10.00-20	RDSP007	18PR	TubeType												
Mining	107542	10.00-20 MINEMAX X3 TT 18PR	Bias-Ply	10.00-20	MINEMAX X3	18PR	TubeType												
Mining	114702	10.00-20 CT SUPER-MX 18 PR TT	Bias-Ply	10.00-20	CT SUPER-MX	18PR	TubeType												
Mining	114738	12.00-24 MINEMAX X3 TT 20PR NEW	Bias-Ply	12.00-24	MINEMAX X3	20PR	TubeType												
MPT	100025	10.00-20 MPT 602 ALT TT 16PR	Bias-Ply	10.00-20	MPT 602 ALT	16PR	TubeType												
MPT	100075	12.5-18 MPT 602 ALT TL 12PR	Bias-Ply	12.5-18	MPT 602 ALT	12PR	Tubeless												
MPT	100076	12.5-20 MPT 602 ALT TL 12PR	Bias-Ply	12.5-20	MPT 602 ALT	12PR	Tubeless												
MPT	105805	10.00-20 MPT 602 TT 16PR	Bias-Ply	10.00-20	MPT 602	16PR	TubeType												
MPT	105807	12.5-20 MPT 602 TL 12PR	Bias-Ply	12.5-20	MPT 602	12PR	Tubeless												
MPT	106141	18-19.5 MPT 503 TL 16PR	Bias-Ply	18-19.5	MPT 503	16PR	Tubeless												
MPT	106142	18-22.5 MPT 503 TL 16PR	Bias-Ply	18-22.5	MPT 503	16PR	Tubeless												
MPT	107022	18-19.5 MPT 503 18 PR TL	Bias-Ply	18-19.5	MPT 503	18PR	Tubeless												
MPT	107482	12.0-18 12PR MPT 808 TL	Bias-Ply	12.0-18	MPT 808	12PR	Tubeless												
OTR Radial	103111	17.50-25 TRAC XLR71 2 STAR ALT TT L5S	Bias-Ply	17.50-25	TRAC XLR71		TubeType	L5S		2 STAR	1								
Port	100089	12.00-20 SLICK 404 TT 20PR L5S	Bias-Ply	12.00-20	SLICK 404	20PR	TubeType	L5S											
Port	100188	18.00-25 GMND XL TL 40PR EU IN AT	Bias-Ply	18.00-25	GMND XL	40PR	Tubeless		IN				1	1					
Port	100190	18.00-25 GMND XL TL 40PR E4 IN	Bias-Ply	18.00-25	GMND XL	40PR	Tubeless	E4	IN										
Port	100591	12.00-24 SLICK 404 ALT TT 20PR L5S	Bias-Ply	12.00-24	SLICK 404 ALT	20PR	TubeType	L5S											
Port	100810	16.00-25 ROCK XL E3 32 PR TL	Bias-Ply	16.00-25	ROCK XL E3	32PR	Tubeless												
Port	101708	18.00-33 PORT PRO SLICK TL 40PR L4S	Bias-Ply	18.00-33	PORT PRO SLICK	40PR	Tubeless	L4S											
Port	105971	18.00-25 PORT PRO RX TL 40PR E4	Bias-Ply	18.00-25	PORT PRO RX	40PR	Tubeless	E4											
Port	112900	16.00-25 ROCK XL E3 40PR TL	Bias-Ply	16.00-25	ROCK XL E3	40PR	Tubeless												
Port	113397	16.00-25 ROCK XL E3 40PR TT DUAL BEAD	Bias-Ply	16.00-25	ROCK XL E3	40PR	TubeType		DUAL BEAD										
Skid Steer	100004	10-16.5 GM LOADER ALT TL 10PR	Bias-Ply	10-16.5	GM LOADER ALT	10PR	Tubeless												
Skid Steer	100005	10-16.5 / 10PR GM LDR TL ALTURA HD	Bias-Ply	10-16.5	GM LDR	10PR	Tubeless		ALTURA HD										
Skid Steer	100006	10-16.5 GM LOADER ALT TL 8PR	Bias-Ply	10-16.5	GM LOADER ALT	8PR	Tubeless												
Skid Steer	100079	12-16.5 GM LOADER ALT TL 10PR	Bias-Ply	12-16.5	GM LOADER ALT	10PR	Tubeless												
Skid Steer	100080	12-16.5 / 12PR GM LOADER TL ALTURA HD	Bias-Ply	12-16.5	GM LOADER	12PR	Tubeless		ALTURA HD										
Skid Steer	100774	10.00-16.5 GM LOADER TL 8PR	Bias-Ply	10.00-16.5	GM LOADER	8PR	Tubeless												
Skid Steer	100787	12-16.5 GM LOADER ALT TL 12PR	Bias-Ply	12-16.5	GM LOADER ALT	12PR	Tubeless												
Skid Steer	100920	12-16.5 GM LOADER TL 10PR	Bias-Ply	12-16.5	GM LOADER	10PR	Tubeless												
Skid Steer	100921	12.00-16.5 GM LOADER ALT TL 10PR HD	Bias-Ply	12.00-16.5	GM LOADER ALT	10PR	Tubeless		HD										
Skid Steer	101210	10.00-16.5 GM LOADER TL 10PR HD	Bias-Ply	10.00-16.5	GM LOADER	10PR	Tubeless		HD										
Skid Steer	104855	10-16.5 GRIP X HD TL 10PR	Bias-Ply	10-16.5	GRIP X HD	10PR	Tubeless												
Skid Steer	104856	12-16.5 GRIP X HD TL 12PR	Bias-Ply	12-16.5	GRIP X HD	12PR	Tubeless												
Skid Steer	104857	10-16.5 LOADER PRO TL 10PR	Bias-Ply	10-16.5	LOADER PRO	10PR	Tubeless												
Skid Steer	104858	12-16.5 LOADER PRO TL 12PR	Bias-Ply	12-16.5	LOADER PRO	12PR	Tubeless												
Skid Steer	105131	12-16.5 GRIP X HD TL 14PR	Bias-Ply	12-16.5	GRIP X HD	14PR	Tubeless												
Skid Steer	105233	10-16.5 / 12PR GRIP X HD TL	Bias-Ply	10-16.5	GRIP X HD	12PR	Tubeless												
Skid Steer	105378	14-17.5 LOADER PRO HD TL 14PR	Bias-Ply	14-17.5	LOADER PRO HD	14PR	Tubeless												
Skid Steer	105379	15-19.5 / 14PR LOADER PRO HD TL	Bias-Ply	15-19.5	LOADER PRO HD	14PR	Tubeless												
Skid Steer	106261	10-16.5 GM LOADER HD 10 PR TL	Bias-Ply	10-16.5	GM LOADER HD	10PR	Tubeless												
Skid Steer	106262	12-16.5 GM LOADER HD 12 PR TL	Bias-Ply	12-16.5	GM LOADER HD	12PR	Tubeless												
Skid Steer	106263	10-16.5 GRIP X HD 12PR TL	Bias-Ply	10-16.5	GRIP X HD	12PR	Tubeless												
Skid Steer	106264	12-16.5 GRIP X HD 14PR TL	Bias-Ply	12-16.5	GRIP X HD	14PR	Tubeless												
Solid Tyres	101729	6.00-9/4.00 S1 TO ROCK XL S	Bias-Ply	6.00-9/4.00	S1 TO ROCK XL S														
Solid Tyres	101730	6.50-10/5.00 Â S1 to Rock XL S	Bias-Ply	6.50-10/5.00	S1 to Rock XL S														
Solid Tyres	101731	7.00-12Â / 5.00 S1 TO ROCK XL S	Bias-Ply	7.00-12/5.00	S1 TO ROCK XL S														
Solid Tyres	101809	250 - 15/7.00 ROCK XL S	Bias-Ply	250-15/7.00	ROCK XL S														
Solid Tyres	103322	250 - 15 / 7.00 ROCK XL S LIP	Bias-Ply	250-15/7.00	ROCK XL S LIP														
Solid Tyres	103352	250 - 15 / 7.00 ROCK XL S NM LIP	Bias-Ply	250-15/7.00	ROCK XL S NM LIP														
Solid Tyres	103872	10.00-20 (7.5) ROCK XL S1	Bias-Ply	10.00-20	ROCK XL S1														
Solid Tyres	104662	8.15-15 /7.0 ROCK XL S LIP	Bias-Ply	8.15-15/7.0	ROCK XL S LIP														
Tractor Front	100281	6.00-16 SAMRAAT PLUS TT 8PR	Bias-Ply	6.00-16	SAMRAAT PLUS	8PR	TubeType												
Tractor Front	100282	6.00-16 SAMRAAT SUPER TT 8PR	Bias-Ply	6.00-16	SAMRAAT SUPER	8PR	TubeType												
Tractor Front	100976	6.00-16 SAMRAAT ALT TT 8PR	Bias-Ply	6.00-16	SAMRAAT ALT	8PR	TubeType												
Tractor Front	101538	7.50-16 SAMRAAT ALT TT 8PR	Bias-Ply	7.50-16	SAMRAAT ALT	8PR	TubeType												
Tractor Front	104433	6.00-12 AAYUSHMAAN DEEP LUG TT 4PR	Bias-Ply	6.00-12	AAYUSHMAAN DEEP LUG	4PR	TubeType												
Tractor Front	106351	6.00-16 AAYUSHMAAN PET TT 8PR	Bias-Ply	6.00-16	AAYUSHMAAN PET	8PR	TubeType												
Tractor Front	106401	6.00-16 THRESHERMAX TT 8PR	Bias-Ply	6.00-16	THRESHERMAX	8PR	TubeType												
Tractor Front	106559	6.00-16 VARDHAN TT 8PR	Bias-Ply	6.00-16	VARDHAN	8PR	TubeType												
Tractor Front	106581	6.00-16 THRESHERMAX TT 6PR	Bias-Ply	6.00-16	THRESHERMAX	6PR	TubeType												
Tractor Front	106607	6.00-16 THRESHERMAX PLUS 8PR TT	Bias-Ply	6.00-16	THRESHERMAX PLUS	8PR	TubeType												
Tractor Front	106777	6.50-20 VARDHAN TT 8PR	Bias-Ply	6.50-20	VARDHAN	8PR	TubeType												
Tractor Front	106780	7.50-16 VARDHAN TT 8PR	Bias-Ply	7.50-16	VARDHAN	8PR	TubeType												
Tractor Front	112892	9.5-20 RDSP 509 R-1W+ 8PR TT	Bias-Ply	9.5-20	RDSP 509	8PR	TubeType	R-1W+											
Tractor Front	113282	5.00-12 AAYUSHMAAN X3 4PR TT	Bias-Ply	5.00-12	AAYUSHMAAN X3	4PR	TubeType												
Tractor Front	114080	9.5-20 PUDDLE XL 8PR TT	Bias-Ply	9.5-20	PUDDLE XL	8PR	TubeType												
Tractor Front	114676	7.00-19 VARDHAN F-2M 10PR TT	Bias-Ply	7.00-19	VARDHAN F-2M	10PR	TubeType												
Tractor Rear	100072	12.4-24 SAMRAAT SUPER TT 8PR	Bias-Ply	12.4-24	SAMRAAT SUPER	8PR	TubeType												
Tractor Rear	100073	12.4-24 SAMRAAT SUPER ALT TT 8PR	Bias-Ply	12.4-24	SAMRAAT SUPER ALT	8PR	TubeType												
Tractor Rear	100074	12.4-28 SAMRAAT SUPER TT 12PR	Bias-Ply	12.4-28	SAMRAAT SUPER	12PR	TubeType												
Tractor Rear	100110	13.6-28 SAMRAAT SUPER TT 12PR	Bias-Ply	13.6-28	SAMRAAT SUPER	12PR	TubeType												
